smiles,canonical_smiles,mol_wt,rdkit_logp,hbd,hba,tpsa,rot_bonds,rings,heavy_atoms,qed,ro5_violations,murcko_scaffold
C=CCCOCC(=O)N1CC(Nc2cc(C)nc(CC)n2)C(C)(C)C1,C=CCCOCC(=O)N1CC(Nc2cc(C)nc(CC)n2)C(C)(C)C1,346.4750000000002,2.5890200000000005,1,5,67.35,8,2,25,0.5787687808969054,0,c1cc(NC2CCNC2)ncn1
CSc1ccc2c(c1)N(C(=O)c1ccc(F)c(F)c1)CC2c1c(OC2CCC3(CCO2)CN(C(=O)OC(C)(C)C)C3)ccn1S(=O)(=O)c1ccccc1,CSc1ccc2c(c1)N(C(=O)c1ccc(F)c(F)c1)CC2c1c(OC2CCC3(CCO2)CN(C(=O)OC(C)(C)C)C3)ccn1S(=O)(=O)c1ccccc1,765.9010000000002,7.660000000000008,0,8,107.38,7,7,53,0.17675388179934884,2,O=C(c1ccccc1)N1CC(c2c(OC3CCC4(CCO3)CNC4)ccn2S(=O)(=O)c2ccccc2)c2ccccc21
Cc1nc(CN2CC(F)CC2CN(C)C(=O)c2cc3n(n2)CCO3)oc1C,Cc1nc(CN2CC(F)CC2CN(C)C(=O)c2cc3n(n2)CCO3)oc1C,377.4200000000002,1.56494,0,6,76.63000000000001,5,4,27,0.7872145274960647,0,O=C(NCC1CCCN1Cc1ncco1)c1cc2n(n1)CCO2
C=CCOc1ccc(C2(F)CCN(S(=O)(=O)c3cccc(F)c3)CC2)cc1OC,C=CCOc1ccc(C2(F)CCN(S(=O)(=O)c3cccc(F)c3)CC2)cc1OC,423.48100000000017,4.048600000000003,0,4,55.84,7,3,29,0.6308275599936711,0,O=S(=O)(c1ccccc1)N1CCC(c2ccccc2)CC1
CCC(=O)N1CCOC2(C1)CN(C(=O)C(C)(C)N1CCOCC1)C2,CCC(=O)N1CCOC2(C1)CN(C(=O)C(C)(C)N1CCOCC1)C2,339.4360000000002,-0.05299999999999816,0,5,62.32000000000001,3,3,24,0.7212839730875271,0,O=C(CN1CCOCC1)N1CC2(CNCCO2)C1
Cc1nnc(N2CCC(OC(C)C)C2)c2cc3c(Cl)ncnc3n12,Cc1nnc(N2CCC(OC(C)C)C2)c2cc3c(Cl)ncnc3n12,346.822,2.638020000000001,0,6,68.44,3,4,24,0.6790150052466887,0,c1ncc2cc3c(N4CCCC4)nncn3c2n1
O=C(O)c1ccc(CNCC(O)C(F)(F)F)cc1,O=C(O)c1ccc(CNCC(O)C(F)(F)F)cc1,263.215,1.3976,3,3,69.56,5,1,18,0.7506656733255744,0,c1ccccc1
Cc1cc(Br)cc(C)c1NC(=S)Nc1ccccc1C(N)=O,Cc1cc(Br)cc(C)c1NC(=S)Nc1ccccc1C(N)=O,378.29500000000013,3.973740000000002,3,2,67.15,3,2,22,0.707342497314827,0,S=C(Nc1ccccc1)Nc1ccccc1
CC(C)(C)NC(=O)Nc1ccc(-c2cnc(N3CCCC3)nc2OCc2cccc(F)c2)cc1,CC(C)(C)NC(=O)Nc1ccc(-c2cnc(N3CCCC3)nc2OCc2cccc(F)c2)cc1,463.5570000000003,5.381900000000005,2,5,79.38000000000001,6,4,34,0.5129858155495474,1,c1ccc(COc2nc(N3CCCC3)ncc2-c2ccccc2)cc1
NCc1cc(O)nc(-c2cnc(Nc3ccc(F)c(Cl)c3)nc2)n1,NCc1cc(O)nc(-c2cnc(Nc3ccc(F)c(Cl)c3)nc2)n1,346.75300000000004,2.6339999999999995,3,7,109.84,4,3,24,0.6656397329219202,0,c1ccc(Nc2ncc(-c3ncccn3)cn2)cc1
CC(C)N(C)C(=O)c1ccc(NC(=O)c2cnn(C)c2C#N)cc1,CC(C)N(C)C(=O)c1ccc(NC(=O)c2cnn(C)c2C#N)cc1,325.37200000000007,2.02448,1,4,91.02000000000001,4,2,24,0.9307961267790689,0,O=C(Nc1ccccc1)c1cn[nH]c1
Cc1cc2ncnc(-c3ccc4c(cnn4C(F)F)c3)c2cc1C#N,Cc1cc2ncnc(-c3ccc4c(cnn4C(F)F)c3)c2cc1C#N,335.3170000000001,4.221700000000003,0,4,67.39,2,4,25,0.5498634292396996,0,c1ccc2c(-c3ccc4[nH]ncc4c3)ncnc2c1
C=CC(=O)N1CCC(C(N)=O)(C(=O)Nc2ccn(CCc3ccncc3)c(=O)c2)C1,C=CC(=O)N1CCC(C(N)=O)(C(=O)Nc2ccn(CCc3ccncc3)c(=O)c2)C1,409.4460000000002,0.3145000000000011,2,5,127.39000000000001,7,3,30,0.5026903452221603,0,O=C(Nc1ccn(CCc2ccncc2)c(=O)c1)C1CCNC1
Cc1ccc(OCC(=O)N2CCC(NC(=O)Cc3cccc(Cl)c3)CC2)cc1,Cc1ccc(OCC(=O)N2CCC(NC(=O)Cc3cccc(Cl)c3)CC2)cc1,400.90600000000006,3.3771200000000015,1,3,58.64,6,3,28,0.8082277406825303,0,O=C(Cc1ccccc1)NC1CCN(C(=O)COc2ccccc2)CC1
Cc1ccccc1CC(=O)NC1CN(C(=O)c2cc3n(n2)CCC3)CC1O,Cc1ccccc1CC(=O)NC1CN(C(=O)c2cc3n(n2)CCC3)CC1O,368.4370000000002,0.6819199999999994,2,4,87.46000000000001,4,4,27,0.8309340820059259,0,O=C(Cc1ccccc1)NC1CCN(C(=O)c2cc3n(n2)CCC3)C1
Cc1ccc(-n2nc(-c3ccc(F)cc3)nc2C2=CC3CCC(C2)N3C)cc1,Cc1ccc(-n2nc(-c3ccc(F)cc3)nc2C2=CC3CCC(C2)N3C)cc1,374.4630000000002,4.631720000000004,0,3,33.95,3,5,28,0.6701601868472987,0,C1=C(c2nc(-c3ccccc3)nn2-c2ccccc2)CC2CCC1N2
COc1ccc(COc2cccc(F)c2CN2CCCCC2)cc1OCc1cccc(F)c1,COc1ccc(COc2cccc(F)c2CN2CCCCC2)cc1OCc1cccc(F)c1,453.5290000000003,6.1173000000000055,0,4,30.930000000000003,9,4,33,0.39075085191727466,1,c1ccc(COc2cccc(COc3ccccc3CN3CCCCC3)c2)cc1
CC1CN(c2nnc(COc3ccc(F)cc3)n2CC2CCCO2)Cc2ccccc21,CC1CN(c2nnc(COc3ccc(F)cc3)n2CC2CCCO2)Cc2ccccc21,422.5040000000003,4.298900000000004,0,5,52.41,6,5,31,0.5929334057888812,0,c1ccc(OCc2nnc(N3CCc4ccccc4C3)n2CC2CCCO2)cc1
O=[N+]([O-])c1cc(S(=O)(=O)NC2CC2c2ccc3ccccc3c2)ccc1NCc1ccc(N2CCOCC2)nc1,O=[N+]([O-])c1cc(S(=O)(=O)NC2CC2c2ccc3ccccc3c2)ccc1NCc1ccc(N2CCOCC2)nc1,559.6480000000001,4.4261000000000035,2,8,126.7,9,6,40,0.22790283200915926,1,O=S(=O)(NC1CC1c1ccc2ccccc2c1)c1ccc(NCc2ccc(N3CCOCC3)nc2)cc1
CCC(COC)(NC(=O)c1ccc(O)c(F)c1F)C(=O)Nc1ccc2ncccc2c1,CCC(COC)(NC(=O)c1ccc(O)c(F)c1F)C(=O)Nc1ccc2ncccc2c1,429.4230000000001,3.3823000000000008,3,5,100.55,7,3,31,0.5346824069380365,0,O=C(CNC(=O)c1ccccc1)Nc1ccc2ncccc2c1
CC1CC(C)CN(C(=O)CNc2ccccc2C(F)(F)F)C1,CC1CC(C)CN(C(=O)CNc2ccccc2C(F)(F)F)C1,314.35100000000006,3.621800000000002,1,2,32.34,3,2,22,0.9239518705353575,0,O=C(CNc1ccccc1)N1CCCCC1
Cn1nccc1CNCc1cn(C2CCN(Cc3ccc(O)c(Oc4ccccc4)c3)C2)nn1,Cn1nccc1CNCc1cn(C2CCN(Cc3ccc(O)c(Oc4ccccc4)c3)C2)nn1,459.55400000000014,3.2463000000000015,2,7,93.26,9,5,34,0.39686799094136005,0,c1ccc(Oc2cccc(CN3CCC(n4cc(CNCc5ccn[nH]5)nn4)C3)c2)cc1
Cc1cc(OCCCO)cc(C2(C(F)(F)F)NC(=O)/C(=C\c3ccc(Oc4ccncn4)cc3)CO2)c1,Cc1cc(OCCCO)cc(C2(C(F)(F)F)NC(=O)/C(=C\c3ccc(Oc4ccncn4)cc3)CO2)c1,515.4880000000003,4.283620000000003,2,7,102.80000000000001,8,4,37,0.3410040261730508,1,O=C1NC(c2ccccc2)OC/C1=C/c1ccc(Oc2ccncn2)cc1
N#Cc1ccc2nc(Nc3cccc(CN4CCCC4=O)c3)cnc2c1,N#Cc1ccc2nc(Nc3cccc(CN4CCCC4=O)c3)cnc2c1,343.39000000000004,3.3674800000000014,1,5,81.91000000000001,4,4,26,0.7852622956057872,0,O=C1CCCN1Cc1cccc(Nc2cnc3ccccc3n2)c1
CCOCCC(=O)N1CC2CCN(C(=O)c3c[nH]nc3C)CC21,CCOCCC(=O)N1CC2CCN(C(=O)c3c[nH]nc3C)CC21,320.3930000000001,0.8176200000000002,1,4,78.53,5,3,23,0.8147558656977912,0,O=C(c1cn[nH]c1)N1CCC2CNC2C1
Cc1cccc(OCC(=O)NCC(C)CNC(=O)C2=COCCO2)c1,Cc1cccc(OCC(=O)NCC(C)CNC(=O)C2=COCCO2)c1,348.39900000000017,1.1305199999999997,2,5,85.89000000000001,8,2,25,0.7355335170318013,0,O=C(COc1ccccc1)NCCCNC(=O)C1=COCCO1
CN(C(=O)NC1CCOC2(CCC2)C1)C1CCN(C(=O)OC(C)(C)C)CC1,CN(C(=O)NC1CCOC2(CCC2)C1)C1CCN(C(=O)OC(C)(C)C)CC1,381.51700000000017,3.1290000000000013,1,4,71.11000000000001,2,3,27,0.7976920367486645,0,O=C(NC1CCNCC1)NC1CCOC2(CCC2)C1
C=CC(=O)N1CCC(=NNc2cc(C(F)(F)F)nc3ncnn23)C1,C=CC(=O)N1CCC(=NNc2cc(C(F)(F)F)nc3ncnn23)C1,339.28100000000006,1.3292999999999997,1,6,87.78,3,3,24,0.6732306219289016,0,c1cc(NN=C2CCNC2)n2ncnc2n1
O=C(c1cccc2nc(O)oc12)N1CCC(N2CC(F)C2)CC1,O=C(c1cccc2nc(O)oc12)N1CCC(N2CC(F)C2)CC1,319.33600000000007,1.7917,1,5,69.80999999999999,2,4,23,0.9137532383874175,0,O=C(c1cccc2ncoc12)N1CCC(N2CCC2)CC1
COc1ccc2c(c1)N(C(=O)C1CCC=CO1)CC(Cc1ccc(F)cc1)=NO2,COc1ccc2c(c1)N(C(=O)C1CCC=CO1)CC(Cc1ccc(F)cc1)=NO2,396.4180000000001,3.8511000000000024,0,5,60.36,4,4,29,0.7876994928450902,0,O=C(C1CCC=CO1)N1CC(Cc2ccccc2)=NOc2ccccc21
Cc1cc(C2(Nc3ncc(F)c(Nc4cccc(OCc5ccccc5)c4)n3)CCOCC2)on1,Cc1cc(C2(Nc3ncc(F)c(Nc4cccc(OCc5ccccc5)c4)n3)CCOCC2)on1,475.52400000000034,5.352520000000005,2,8,94.33000000000001,8,5,35,0.3521212323100794,1,c1ccc(COc2cccc(Nc3ccnc(NC4(c5ccno5)CCOCC4)n3)c2)cc1
CCOCCN1CCN(c2nnc(-c3ccc(-c4ccccc4)[nH]3)n2C(C)C)CC1,CCOCCN1CCN(c2nnc(-c3ccc(-c4ccccc4)[nH]3)n2C(C)C)CC1,408.5500000000002,3.6796000000000015,1,5,62.21,8,4,30,0.5763002045741268,0,c1ccc(-c2ccc(-c3nnc(N4CCNCC4)[nH]3)[nH]2)cc1
Cc1cc(C(=O)Nc2cc(C(C)(C)C)nn2Cc2csc(Nc3ccccc3)n2)n(C)n1,Cc1cc(C(=O)Nc2cc(C(C)(C)C)nn2Cc2csc(Nc3ccccc3)n2)n(C)n1,449.58400000000006,4.723220000000004,2,6,89.66000000000001,6,4,32,0.4444164434918977,0,O=C(Nc1ccnn1Cc1csc(Nc2ccccc2)n1)c1ccn[nH]1
N#CCc1ccc(NC(=O)c2cccc(OC(=O)c3ccccc3)c2)cc1,N#CCc1ccc(NC(=O)c2cccc(OC(=O)c3ccccc3)c2)cc1,356.381,4.224180000000002,1,4,79.19,5,3,27,0.5481204013381872,0,O=C(Nc1ccccc1)c1cccc(OC(=O)c2ccccc2)c1
C=CCc1cc(OCC)c(OCCOC(C)(C)C)c(OCC)c1,C=CCc1cc(OCC)c(OCCOC(C)(C)C)c(OCC)c1,322.44500000000005,4.406400000000004,0,4,36.92,10,1,23,0.47226307516963867,0,c1ccccc1
O=C(NO)c1cc(N2CCOCC2)ccc1Nc1nc(C(F)(F)F)cs1,O=C(NO)c1cc(N2CCOCC2)ccc1Nc1nc(C(F)(F)F)cs1,388.371,2.8611000000000013,3,7,86.72,4,3,26,0.5516484421922502,0,c1csc(Nc2ccc(N3CCOCC3)cc2)n1
CCn1nc(C)cc1/N=C(\NN=Nc1ccc(OC)c(Cl)c1)NC(=O)c1ccnn1Cc1ccccc1,CCn1nc(C)cc1/N=C(\NN=Nc1ccc(OC)c(Cl)c1)NC(=O)c1ccnn1Cc1ccccc1,519.9970000000003,4.824220000000003,2,7,123.08000000000001,8,4,37,0.14935242362934195,1,O=C(N/C(=N/c1ccn[nH]1)NN=Nc1ccccc1)c1ccnn1Cc1ccccc1
Cc1ccc(C(=O)Nc2ccc3c(c2)NC(=O)C3)c(Cl)c1,Cc1ccc(C(=O)Nc2ccc3c(c2)NC(=O)C3)c(Cl)c1,300.745,3.395320000000001,2,2,58.2,2,3,21,0.8928502024161716,0,O=C1Cc2ccc(NC(=O)c3ccccc3)cc2N1
CC(=O)N1C=C(Nc2ncc(S(=O)(=O)N3CCC(CNC(=O)C(N)=O)CC3)cc2C)C/C(=C\c2cc(Cl)cc(Cl)c2O)C1=O,CC(=O)N1C=C(Nc2ncc(S(=O)(=O)N3CCC(CNC(=O)C(N)=O)CC3)cc2C)C/C(=C\c2cc(Cl)cc(Cl)c2O)C1=O,665.5560000000003,2.5203200000000012,4,9,192.1,7,4,44,0.2542102252507306,1,O=C1NC=C(Nc2ccc(S(=O)(=O)N3CCCCC3)cn2)C/C1=C\c1ccccc1
Cc1cnc(CNC2CCN(C(=O)c3noc4c3CCCC4)C2)s1,Cc1cnc(CNC2CCN(C(=O)c3noc4c3CCCC4)C2)s1,346.4560000000002,2.3226200000000006,1,6,71.26,4,4,24,0.919838820332262,0,O=C(c1noc2c1CCCC2)N1CCC(NCc2nccs2)C1
Cc1nc(Cn2nnnc2N2CCC(NC(=O)NC3CCCCC3)CC2)cs1,Cc1nc(Cn2nnnc2N2CCC(NC(=O)NC3CCCCC3)CC2)cs1,404.5440000000003,2.087019999999999,2,7,100.86000000000001,5,4,28,0.7913258679910653,0,O=C(NC1CCCCC1)NC1CCN(c2nnnn2Cc2cscn2)CC1
CCc1nc(CN2CC(O)(CNC(=O)CC(C)n3cccn3)C2)no1,CCc1nc(CN2CC(O)(CNC(=O)CC(C)n3cccn3)C2)no1,348.4070000000001,0.1426999999999996,2,7,109.31000000000002,8,3,25,0.6982955003293764,0,O=C(CCn1cccn1)NCC1CN(Cc2ncon2)C1
C=CC(=O)N1CC(CNc2ccc3c(c2)OCCCO3)C(NC(=O)OC)C1,C=CC(=O)N1CC(CNc2ccc3c(c2)OCCCO3)C(NC(=O)OC)C1,375.4250000000002,1.6287999999999998,2,6,89.13000000000001,5,3,27,0.7607026139345794,0,c1cc2c(cc1NCC1CCNC1)OCCCO2
O=C(NCC1COCCN1C(=O)C1OCC2CCCC21)c1ccncc1,O=C(NCC1COCCN1C(=O)C1OCC2CCCC21)c1ccncc1,359.42600000000004,0.8539000000000003,1,5,80.76,4,4,26,0.8621934499941182,0,O=C(NCC1COCCN1C(=O)C1OCC2CCCC21)c1ccncc1
Cc1nnc(CN2CC(NC(=O)c3cnc4n3CCC4)C(OCCOCC3COc4ccccc4O3)C2)o1,Cc1nnc(CN2CC(NC(=O)c3cnc4n3CCC4)C(OCCOCC3COc4ccccc4O3)C2)o1,524.5780000000004,1.3767200000000002,1,10,126.00000000000001,10,6,38,0.388818521941459,1,O=C(NC1CN(Cc2nnco2)CC1OCCOCC1COc2ccccc2O1)c1cnc2n1CCC2
CCN(CCc1ccccc1)c1nnc(-c2ccc(Br)s2)n1CC1CCCS(=O)(=O)C1,CCN(CCc1ccccc1)c1nnc(-c2ccc(Br)s2)n1CC1CCCS(=O)(=O)C1,523.5220000000002,4.662900000000004,0,6,68.09,8,4,31,0.4297198418099889,1,O=S1(=O)CCCC(Cn2c(NCCc3ccccc3)nnc2-c2cccs2)C1
CN(C(=O)c1cc2c(nc1O)CCC2)C1CCNC1=O,CN(C(=O)c1cc2c(nc1O)CCC2)C1CCNC1=O,275.308,0.23639999999999978,2,4,82.53,2,3,20,0.8095171635352528,0,O=C(NC1CCNC1=O)c1cnc2c(c1)CCC2
CC(C)(C)OC(=O)N1CCCOC(CN2CCN(C3=NNC(=O)/C(=C/c4ccc(OCC5CCCCC5)cc4)C3=O)CC2)C1,CC(C)(C)OC(=O)N1CCCOC(CN2CCN(C3=NNC(=O)/C(=C/c4ccc(OCC5CCCCC5)cc4)C3=O)CC2)C1,609.7680000000001,3.685100000000003,1,9,113.01000000000002,6,5,44,0.38410904490434344,1,O=C1NN=C(N2CCN(CC3CNCCCO3)CC2)C(=O)/C1=C\c1ccc(OCC2CCCCC2)cc1
CONC(=O)Nc1cc(Nc2nccc(N3CCC(c4ccccn4)C3)n2)c(OC)cc1N1CCCCC1,CONC(=O)Nc1cc(Nc2nccc(N3CCC(c4ccccn4)C3)n2)c(OC)cc1N1CCCCC1,518.6220000000003,4.290900000000003,3,9,116.77,8,5,38,0.3755035844783967,1,c1ccc(C2CCN(c3ccnc(Nc4ccc(N5CCCCC5)cc4)n3)C2)nc1
COc1ccc(CN(CC(O)Cn2cc([N+](=O)[O-])cn2)C2CC2)cc1,COc1ccc(CN(CC(O)Cn2cc([N+](=O)[O-])cn2)C2CC2)cc1,346.3870000000001,1.8254,1,6,93.66,9,3,25,0.549812141472066,0,c1ccc(CN(CCCn2cccn2)C2CC2)cc1
CC(=O)NC1CCC(C)N(Cc2cc3cc(Cl)ccc3[nH]2)C1,CC(=O)NC1CCC(C)N(Cc2cc3cc(Cl)ccc3[nH]2)C1,319.836,3.3103000000000016,2,2,48.13,3,3,22,0.9115158527405022,0,c1ccc2[nH]c(CN3CCCCC3)cc2c1
Cc1ccccc1-n1cc(Cn2ccc(C)c(-c3nnc4n3CCN(Cc3ccc5c(c3)OCO5)CC4)c2=O)c(C(C)(C)C)n1,Cc1ccccc1-n1cc(Cn2ccc(C)c(-c3nnc4n3CCN(Cc3ccc5c(c3)OCO5)CC4)c2=O)c(C(C)(C)C)n1,605.7430000000002,5.042140000000005,0,7,92.23,6,7,45,0.2678020364036498,2,O=c1c(-c2nnc3n2CCN(Cc2ccc4c(c2)OCO4)CC3)cccn1Cc1cnn(-c2ccccc2)c1
CNC(=O)c1cc(Nc2cccc(OC(C)C)c2F)ccc1F,CNC(=O)c1cc(Nc2cccc(OC(C)C)c2F)ccc1F,320.339,3.8552000000000026,2,3,50.36,5,2,23,0.8794719232605562,0,c1ccc(Nc2ccccc2)cc1
COc1ccc(O)c(Nc2cnc(Br)c(C)c2)c1,COc1ccc(O)c(Nc2cnc(Br)c(C)c2)c1,309.163,3.6103200000000015,2,4,54.38,3,2,18,0.6715975164307102,0,c1ccc(Nc2cccnc2)cc1
CC(NC(=O)c1cc(-c2cccs2)on1)c1nnc2n1CCC2,CC(NC(=O)c1cc(-c2cccs2)on1)c1nnc2n1CCC2,329.38500000000016,2.431800000000001,1,6,85.84,4,4,23,0.7942957462929654,0,O=C(NCc1nnc2n1CCC2)c1cc(-c2cccs2)on1
C=C(C)CCC(=O)NCC1CCN(c2nc(C(F)(F)F)nc3ccccc23)CC1,C=C(C)CCC(=O)NCC1CCN(c2nc(C(F)(F)F)nc3ccccc23)CC1,406.4520000000001,4.337500000000004,1,4,58.120000000000005,6,3,29,0.7254836989246597,0,c1ccc2c(N3CCCCC3)ncnc2c1
CCC(=O)N1CSCC1C(=O)Nc1ccc2nonc2c1,CCC(=O)N1CSCC1C(=O)Nc1ccc2nonc2c1,306.34700000000004,1.4727999999999999,1,6,88.33,3,3,21,0.9235867810842464,0,O=C(Nc1ccc2nonc2c1)C1CSCN1
C=C(Cl)CC(Nc1ncc(Cl)c(Nc2cccc(N3CCN(C)CC3)c2)n1)S(=O)(=O)/C(C#N)=C/c1ccc(O)cc1,C=C(Cl)CC(Nc1ncc(Cl)c(Nc2cccc(N3CCN(C)CC3)c2)n1)S(=O)(=O)/C(C#N)=C/c1ccc(O)cc1,614.5590000000004,5.191080000000006,3,10,134.48,10,4,41,0.2620417490427105,2,O=S(=O)(/C=C/c1ccccc1)CNc1nccc(Nc2cccc(N3CCNCC3)c2)n1
Cc1nn(CC(F)F)c(C)c1C(=O)NCc1ccccc1,Cc1nn(CC(F)F)c(C)c1C(=O)NCc1ccccc1,293.317,2.6950400000000005,1,2,46.92,5,2,21,0.9210418999666043,0,O=C(NCc1ccccc1)c1cn[nH]c1
O=S(=O)(NCCc1ccc2ncccc2c1)c1cccc2c1N=Nc1ccccc1O2,O=S(=O)(NCCc1ccc2ncccc2c1)c1cccc2c1N=Nc1ccccc1O2,430.4890000000002,5.276900000000004,1,6,93.01,5,5,31,0.4106310424418691,1,O=S(=O)(NCCc1ccc2ncccc2c1)c1cccc2c1N=Nc1ccccc1O2
CCn1cc(CNC2CN(C(=O)c3cc[nH]n3)CC2(C)C)nn1,CCn1cc(CNC2CN(C(=O)c3cc[nH]n3)CC2(C)C)nn1,317.39700000000005,0.6614999999999995,2,5,91.73,5,3,23,0.8451388642245103,0,O=C(c1cc[nH]n1)N1CCC(NCc2c[nH]nn2)C1
CC(=O)Nc1ccc(Nc2ncc(C)cc2C(F)(F)F)cc1,CC(=O)Nc1ccc(Nc2ncc(C)cc2C(F)(F)F)cc1,309.291,4.110820000000002,2,3,54.02,3,2,22,0.8968039041288671,0,c1ccc(Nc2ccccn2)cc1
N#Cc1cnc(NC2CCN(C(=O)Nc3ccc(N4CCC(O)CC4)cc3)C2)c(-c2cccc3c2CNCC3)c1,N#Cc1cnc(NC2CCN(C(=O)Nc3ccc(N4CCC(O)CC4)cc3)C2)c(-c2cccc3c2CNCC3)c1,537.6680000000003,3.9453800000000028,4,7,116.55000000000001,5,6,40,0.38952242834534306,1,O=C(Nc1ccc(N2CCCCC2)cc1)N1CCC(Nc2ncccc2-c2cccc3c2CNCC3)C1
CCC(=O)NC(C)(C(=O)OC(C)C)c1ccc2c(N)ncnc2c1,CCC(=O)NC(C)(C(=O)OC(C)C)c1ccc2c(N)ncnc2c1,330.38800000000003,1.9049999999999994,2,6,107.2,5,2,24,0.8109058500304628,0,c1ccc2ncncc2c1
O=C(NC1CCN(S(=O)(=O)C2CC2)CC1)c1cnc(Nc2ccccc2)nc1C(F)(F)F,O=C(NC1CCN(S(=O)(=O)C2CC2)CC1)c1cnc(Nc2ccccc2)nc1C(F)(F)F,469.48900000000003,2.9254000000000007,2,6,104.29,6,4,32,0.6743342853971094,0,O=C(NC1CCN(S(=O)(=O)C2CC2)CC1)c1cnc(Nc2ccccc2)nc1
CN(Cc1ccc2ncoc2c1)C1CCNC1,CN(Cc1ccc2ncoc2c1)C1CCNC1,231.29899999999995,1.6215,1,4,41.300000000000004,3,3,17,0.87125384449081,0,c1nc2ccc(CNC3CCNC3)cc2o1
